short_name,value_eur,overall,player_positions,pace,shooting,passing,dribbling,defending,physic,nationality
C. Hidalgo,230000,63,ST,61.0,58.0,51.0,67.0,39.0,57.0,Colombia
T. Beltran,270000,63,RB,69.0,52.0,58.0,63.0,62.0,60.0,United States
E. Benavidez,350000,63,CM,52.0,38.0,66.0,64.0,58.0,64.0,Argentina
D. Ragatzu,400000,63,ST,77.0,60.0,53.0,68.0,31.0,47.0,Italy
M. Gomes,290000,63,RWB,70.0,51.0,56.0,57.0,60.0,70.0,Switzerland
G. Cummins,325000,63,ST,68.0,60.0,52.0,58.0,38.0,74.0,Republic of Ireland
E. Doyle,325000,63,ST,64.0,64.0,57.0,64.0,27.0,67.0,Republic of Ireland
S. Conneely,300000,63,CDM,61.0,47.0,56.0,58.0,61.0,72.0,Republic of Ireland
R. Östlind,350000,63,LM,71.0,55.0,60.0,61.0,41.0,55.0,Sweden
I. Vigurs,325000,63,CM,66.0,57.0,63.0,64.0,51.0,68.0,Scotland
S. Matuszek,300000,63,CDM,34.0,44.0,49.0,53.0,62.0,77.0,Poland
M. Gardawski,325000,63,LB,74.0,61.0,56.0,64.0,59.0,61.0,Germany
A. Sauthier,325000,63,RB,69.0,51.0,62.0,59.0,61.0,66.0,Switzerland
S. O'Keefe,375000,63,CM,58.0,57.0,58.0,64.0,60.0,68.0,England
L. O'Neill,325000,63,RB,72.0,47.0,60.0,63.0,58.0,69.0,England
D. Massey,270000,63,LB,61.0,51.0,60.0,59.0,61.0,72.0,Republic of Ireland
F. Affolter,325000,63,CB,60.0,36.0,55.0,60.0,62.0,64.0,Switzerland
A. Falatah,100000,63,LB,70.0,49.0,62.0,62.0,59.0,72.0,Saudi Arabia
Gao Di,375000,63,ST,70.0,61.0,43.0,59.0,49.0,70.0,China PR
Zhang Chi,270000,63,RB,66.0,53.0,59.0,60.0,61.0,66.0,China PR
J. Payne,375000,63,CM,64.0,55.0,63.0,61.0,54.0,72.0,England
A. Wede,350000,63,CM,66.0,57.0,62.0,64.0,55.0,63.0,Sweden
L. Legge,140000,63,CB,43.0,26.0,39.0,39.0,60.0,79.0,England
G. Ingrosso,300000,63,CB,58.0,33.0,40.0,40.0,63.0,66.0,Italy
J. Hanson,325000,63,ST,30.0,63.0,40.0,52.0,31.0,84.0,England
M. Karlsen,375000,63,ST,44.0,64.0,47.0,55.0,37.0,75.0,Norway
Kim Keun Hoan,240000,63,CDM,49.0,50.0,57.0,52.0,59.0,70.0,Korea Republic
C. Bone,350000,63,CAM,61.0,56.0,61.0,65.0,42.0,61.0,United States
G. Francomb,325000,63,RB,67.0,53.0,63.0,62.0,58.0,59.0,England
J. Taylor,375000,63,CM,69.0,56.0,61.0,65.0,54.0,70.0,Wales
K. Dawson,350000,63,CM,79.0,57.0,61.0,63.0,55.0,72.0,Republic of Ireland
H. Radetinac,220000,63,RW,55.0,59.0,63.0,65.0,46.0,61.0,Serbia
A. Höller,290000,63,RB,70.0,45.0,57.0,57.0,56.0,85.0,Austria
R. Padovani,350000,63,CM,62.0,49.0,62.0,60.0,51.0,65.0,France
F. Burmeister,300000,63,CB,60.0,37.0,45.0,48.0,62.0,69.0,Germany
T. Christiansen,350000,63,CM,73.0,66.0,61.0,71.0,52.0,69.0,Denmark
J. Lindberg,350000,63,ST,65.0,60.0,64.0,64.0,43.0,63.0,Sweden
K. Mellor,325000,63,RB,68.0,34.0,53.0,61.0,59.0,71.0,England
Lee Jae Myung,325000,63,LB,82.0,20.0,54.0,59.0,57.0,70.0,Korea Republic
O. Tounkara,350000,63,LM,81.0,59.0,55.0,59.0,37.0,80.0,France
G. Gigliotti,300000,63,CB,68.0,44.0,56.0,59.0,61.0,72.0,France
P. Bryła,350000,63,LM,89.0,52.0,56.0,63.0,28.0,58.0,Poland
N. Jakimovski,350000,63,LM,72.0,54.0,60.0,64.0,44.0,65.0,FYR Macedonia
Kim Dong Woo,270000,63,CB,54.0,34.0,46.0,50.0,62.0,72.0,Korea Republic
Li Jianbin,300000,63,CB,71.0,22.0,41.0,42.0,59.0,77.0,China PR
Park Gi Dong,350000,63,ST,59.0,59.0,54.0,59.0,29.0,71.0,Korea Republic
D. Bowles,325000,63,CB,62.0,38.0,54.0,55.0,61.0,71.0,Australia
C. McCormack,325000,63,CDM,62.0,55.0,59.0,59.0,60.0,66.0,Republic of Ireland
B. Stokke,375000,63,ST,53.0,64.0,52.0,58.0,36.0,77.0,Norway
Kim Jun Yub,325000,63,RM,74.0,51.0,57.0,63.0,57.0,66.0,Korea Republic
Cho Ji Hun,350000,63,CM,62.0,62.0,64.0,61.0,58.0,65.0,Korea Republic
A. Morgan,325000,63,LB,78.0,39.0,56.0,61.0,60.0,63.0,Canada
C. Bickel,375000,63,RM,67.0,57.0,62.0,65.0,34.0,54.0,Germany
D. Schütz,375000,63,LM,86.0,58.0,57.0,67.0,26.0,48.0,Austria
F. Brügmann,325000,63,RB,70.0,39.0,51.0,62.0,61.0,62.0,Germany
Kim Hyo Gi,290000,63,ST,64.0,62.0,38.0,60.0,22.0,55.0,Korea Republic
R. Gaffney,375000,63,ST,67.0,60.0,55.0,59.0,38.0,69.0,Republic of Ireland
M. Broberg,375000,63,CM,72.0,61.0,63.0,64.0,50.0,66.0,Sweden
P. Diouf,350000,63,ST,86.0,60.0,53.0,64.0,30.0,68.0,Senegal
J. Blomberg,280000,63,CM,67.0,58.0,64.0,64.0,55.0,67.0,Sweden
Chen Zhizhao,325000,63,CM,75.0,62.0,56.0,68.0,51.0,42.0,China PR
Kim Kyung Jung,375000,63,LW,80.0,49.0,56.0,63.0,22.0,44.0,Korea Republic
H. Sulaimani,0,63,LB,47.0,53.0,68.0,64.0,64.0,72.0,Saudi Arabia
K. Al Zealaiy,290000,63,CAM,71.0,58.0,61.0,65.0,40.0,60.0,Saudi Arabia
S. Al Qumayzi,325000,63,RB,72.0,38.0,54.0,62.0,58.0,76.0,Saudi Arabia
D. Rose,325000,63,CM,60.0,58.0,61.0,62.0,59.0,65.0,England
Didac,375000,63,CM,70.0,57.0,62.0,69.0,57.0,54.0,Spain
M. Bouziane,375000,63,RM,77.0,54.0,57.0,65.0,27.0,68.0,France
G. Gope-Fenepej,350000,63,RM,66.0,59.0,57.0,64.0,29.0,70.0,New Caledonia
M. Abusabaan,350000,63,CM,66.0,55.0,61.0,65.0,59.0,73.0,Saudi Arabia
Han Kook Young,350000,63,CM,71.0,37.0,60.0,63.0,62.0,71.0,Korea Republic
N. Al Subhi,300000,63,CB,57.0,42.0,42.0,48.0,61.0,75.0,Saudi Arabia
M. Rigione,325000,63,CB,42.0,42.0,42.0,46.0,61.0,70.0,Italy
S. Amro,300000,63,LB,76.0,48.0,61.0,56.0,58.0,69.0,Saudi Arabia
G. Cvijanović,290000,63,CAM,64.0,64.0,63.0,61.0,53.0,70.0,Slovenia
M. Al Thmali,375000,63,CAM,60.0,56.0,60.0,64.0,60.0,57.0,Saudi Arabia
E. Hurtado,375000,63,ST,84.0,62.0,52.0,60.0,33.0,60.0,United States
C. Amaya,375000,63,ST,70.0,63.0,46.0,63.0,28.0,62.0,Colombia
M. Velásquez,270000,63,CB,38.0,29.0,43.0,39.0,63.0,70.0,Chile
I. Quílez,300000,63,RB,69.0,32.0,40.0,63.0,65.0,63.0,Argentina
K. Mensah,325000,63,RB,85.0,62.0,56.0,70.0,54.0,67.0,Denmark
O. Lund,325000,63,CB,67.0,39.0,56.0,60.0,59.0,72.0,Denmark
K. Pallesen,300000,63,RB,75.0,36.0,54.0,65.0,57.0,70.0,Denmark
L. Pérez,375000,63,ST,68.0,63.0,52.0,61.0,29.0,59.0,Italy
S. Molina,375000,63,CM,76.0,48.0,65.0,71.0,46.0,63.0,Italy
L. Nizzetto,220000,63,CM,69.0,60.0,62.0,66.0,46.0,55.0,Italy
M. Hamzi,375000,63,RM,82.0,57.0,54.0,64.0,44.0,54.0,Saudi Arabia
D. Björnquist,290000,63,RWB,84.0,39.0,50.0,59.0,58.0,69.0,Sweden
S. Mensiro,300000,63,CB,75.0,38.0,54.0,58.0,58.0,77.0,Ghana
L. Mulholland,350000,63,CM,59.0,60.0,60.0,62.0,62.0,65.0,England
Zhou Yun,325000,63,RB,65.0,35.0,59.0,64.0,61.0,65.0,China PR
Yang Xiaotian,300000,63,LB,68.0,56.0,59.0,62.0,62.0,70.0,China PR
Zhu Baojie,350000,63,LM,65.0,54.0,61.0,65.0,52.0,61.0,China PR
Jin Taiyan,300000,63,LB,80.0,38.0,51.0,65.0,59.0,53.0,China PR
W. Torres,110000,63,CB,48.0,25.0,34.0,56.0,64.0,66.0,Chile
E. Marxen,325000,63,CB,66.0,48.0,58.0,62.0,62.0,67.0,Denmark
S. Dooley,375000,63,LM,70.0,56.0,60.0,65.0,38.0,42.0,Northern Ireland
Li Yunqiu,325000,63,RB,77.0,43.0,54.0,64.0,58.0,60.0,China PR
Tang Jiashu,325000,63,CB,68.0,34.0,47.0,48.0,63.0,67.0,China PR
Wang Jie,300000,63,CB,54.0,44.0,41.0,51.0,60.0,76.0,China PR
Costa Ferreira,375000,63,CAM,67.0,55.0,57.0,66.0,28.0,59.0,Portugal
A. Kanno,300000,63,CB,59.0,28.0,46.0,53.0,62.0,70.0,Saudi Arabia
A. Awaji,350000,63,LM,80.0,63.0,54.0,66.0,30.0,59.0,Saudi Arabia
U. Korun,240000,63,CB,41.0,29.0,43.0,41.0,63.0,69.0,Slovenia
Luis Paezinho,110000,63,CB,66.0,35.0,47.0,37.0,66.0,53.0,Brazil
Fabiem Jardim,160000,63,CAM,67.0,63.0,57.0,64.0,36.0,58.0,Brazil
Josi Mouraldo,375000,63,CAM,60.0,56.0,62.0,62.0,42.0,60.0,Brazil
Maicon Sampinho,400000,63,ST,62.0,60.0,54.0,68.0,24.0,57.0,Brazil
A. Al Zain,375000,63,RM,75.0,58.0,58.0,63.0,42.0,62.0,Saudi Arabia
K. Al Barakah,325000,63,LB,72.0,37.0,52.0,56.0,59.0,71.0,Saudi Arabia
K. Oiwa,300000,63,CB,63.0,23.0,46.0,51.0,62.0,74.0,Japan
S. Tomita,220000,63,CM,41.0,35.0,61.0,62.0,64.0,62.0,Japan
D. Niwa,170000,63,CB,37.0,33.0,44.0,47.0,62.0,58.0,Japan
T. Marutani,300000,63,CDM,56.0,40.0,56.0,55.0,60.0,71.0,Japan
M. Fujita,170000,63,RB,56.0,43.0,59.0,65.0,60.0,66.0,Japan
S. Morishita,170000,63,CB,52.0,26.0,41.0,48.0,63.0,69.0,Japan
Y. Iwakami,350000,63,RM,59.0,60.0,64.0,63.0,49.0,61.0,Japan
T. Kanai,300000,63,LB,64.0,58.0,56.0,65.0,59.0,67.0,Japan
K. Yoshimoto,270000,63,CB,54.0,45.0,51.0,55.0,61.0,71.0,Japan
Li Hang,325000,63,CDM,67.0,56.0,63.0,59.0,59.0,68.0,China PR
L. Fosgaard,290000,63,RM,76.0,52.0,57.0,64.0,45.0,66.0,Denmark
B. Alston,375000,63,RM,64.0,57.0,62.0,64.0,38.0,63.0,Scotland
B. Al Mutairi,300000,63,LWB,82.0,28.0,52.0,58.0,56.0,64.0,Saudi Arabia
A. Granlund,300000,63,LWB,68.0,33.0,55.0,56.0,59.0,68.0,Finland
Felipe Soldivia,325000,63,CAM,70.0,53.0,59.0,65.0,41.0,68.0,Brazil
L. Cardoza,140000,63,CB,58.0,31.0,48.0,50.0,61.0,68.0,Colombia
T. Shimakawa,325000,63,CDM,64.0,46.0,49.0,54.0,64.0,75.0,Japan
M. Musaka,375000,63,CM,64.0,59.0,65.0,62.0,58.0,62.0,Japan
G. Matei,300000,63,RB,72.0,27.0,50.0,59.0,60.0,64.0,Romania
B. Bye,350000,63,RW,69.0,63.0,55.0,62.0,24.0,66.0,Norway
R. Minor,270000,63,CB,32.0,27.0,36.0,36.0,62.0,70.0,Denmark
D. Newton,375000,63,ST,77.0,61.0,41.0,63.0,24.0,78.0,England
M. Gebers,170000,63,CB,52.0,24.0,39.0,38.0,62.0,64.0,Germany
T. Broadbent,325000,63,CB,55.0,42.0,49.0,47.0,58.0,81.0,England
Tian Yinong,375000,63,CM,74.0,31.0,55.0,61.0,59.0,74.0,China PR
D. Grubb,375000,63,LM,73.0,58.0,58.0,64.0,23.0,61.0,England
E. Valla Dønnem,325000,63,CDM,64.0,50.0,58.0,59.0,58.0,76.0,Norway
R. Frantsen,325000,63,RB,80.0,40.0,55.0,61.0,58.0,60.0,Denmark
S. Abraham,375000,63,CAM,63.0,60.0,60.0,67.0,34.0,55.0,Sweden
L. Alzugaray,350000,63,CAM,61.0,51.0,62.0,65.0,40.0,54.0,Argentina
C. Sierra,325000,63,CDM,60.0,60.0,66.0,67.0,53.0,71.0,Colombia
Y. Hashiuchi,270000,63,CB,55.0,35.0,48.0,50.0,62.0,62.0,Japan
K. Mitsuhira,325000,63,CF,69.0,62.0,58.0,63.0,30.0,56.0,Japan
M. Miyasaka,325000,63,CDM,66.0,56.0,56.0,58.0,59.0,63.0,Japan
N. Urata,300000,63,CB,67.0,34.0,52.0,52.0,61.0,64.0,Japan
M. Leca,325000,63,CB,44.0,38.0,42.0,41.0,60.0,74.0,Romania
M. Mihalache,140000,63,CB,47.0,28.0,40.0,37.0,59.0,75.0,Romania
B. Santelli,375000,63,LW,79.0,58.0,53.0,66.0,24.0,57.0,France
Pirulo,375000,63,LM,65.0,59.0,62.0,65.0,26.0,48.0,Spain
R. Patriche,170000,63,CB,34.0,23.0,45.0,34.0,62.0,78.0,Romania
L. Katnik,375000,63,ST,65.0,62.0,52.0,55.0,35.0,72.0,Austria
P. Koronkiewicz,325000,63,RB,86.0,55.0,55.0,62.0,55.0,69.0,Germany
P. Bhatt,0,63,ST,71.0,62.0,51.0,61.0,29.0,70.0,India
B. Raj,0,63,RB,76.0,44.0,58.0,59.0,59.0,63.0,India
K. Hoever,625000,62,RB,72.0,36.0,57.0,64.0,61.0,62.0,Netherlands
B. Gilmour,675000,62,CM,59.0,50.0,65.0,65.0,45.0,42.0,Scotland
R. Quirynen,625000,62,RB,76.0,46.0,62.0,67.0,55.0,44.0,Belgium
A. Zagre,625000,62,LB,81.0,39.0,56.0,74.0,55.0,45.0,France
A. Amaya,625000,62,RM,80.0,55.0,50.0,66.0,34.0,44.0,Colombia
Obama,650000,62,ST,75.0,61.0,50.0,65.0,26.0,46.0,Spain
R. Griffiths,650000,62,ST,69.0,62.0,45.0,54.0,25.0,62.0,England
L. Connell,625000,62,CM,64.0,49.0,66.0,65.0,43.0,54.0,Republic of Ireland
A. Lottin,600000,62,CM,70.0,46.0,59.0,62.0,60.0,60.0,France
Marc Aguado,650000,62,CM,66.0,51.0,63.0,63.0,48.0,55.0,Spain
F. Nmecha,625000,62,CAM,75.0,54.0,61.0,62.0,45.0,55.0,England
M. Tshibuabua,550000,62,CB,55.0,34.0,38.0,43.0,61.0,67.0,France
A. Rouault,575000,62,CB,64.0,30.0,44.0,45.0,61.0,62.0,France
J. Lindsey,600000,62,LB,78.0,43.0,57.0,62.0,57.0,63.0,United States
F. Hornby,650000,62,ST,54.0,61.0,48.0,61.0,23.0,62.0,Scotland
K. Moreno,575000,62,CB,61.0,32.0,37.0,36.0,61.0,73.0,Colombia
J. David,625000,62,CDM,63.0,32.0,52.0,58.0,61.0,68.0,Germany
J. Zirkzee,625000,62,ST,73.0,55.0,42.0,64.0,18.0,65.0,Netherlands
D. Churlinov,625000,62,LM,67.0,59.0,57.0,68.0,31.0,44.0,FYR Macedonia
A. McDonald,625000,62,RM,75.0,46.0,59.0,66.0,21.0,43.0,Scotland
F. Vera,650000,62,CM,64.0,54.0,62.0,65.0,52.0,57.0,Argentina
M. Longstaff,650000,62,CM,66.0,50.0,64.0,61.0,49.0,53.0,England
A. Ndiaye,650000,62,ST,74.0,61.0,40.0,62.0,20.0,52.0,Senegal
J. López,650000,62,CM,68.0,50.0,60.0,66.0,55.0,56.0,Argentina
B. Fofana,675000,62,LM,77.0,58.0,53.0,69.0,29.0,50.0,France
K. Thuram,600000,62,CDM,65.0,45.0,59.0,60.0,58.0,69.0,France
W. Isidor,625000,62,ST,62.0,60.0,46.0,59.0,21.0,58.0,France
M. Kapo,600000,62,CDM,66.0,46.0,56.0,62.0,61.0,59.0,France
T. Vlček,575000,62,CB,69.0,28.0,46.0,64.0,58.0,67.0,Czech Republic
M. Taferner,625000,62,CAM,72.0,51.0,59.0,65.0,40.0,46.0,Austria
B. Benkhedim,625000,62,CAM,72.0,55.0,59.0,66.0,41.0,46.0,France
M. Aké,625000,62,LW,72.0,54.0,56.0,71.0,35.0,49.0,France
Nico Ribaudo,625000,62,CAM,76.0,47.0,61.0,64.0,36.0,49.0,Spain
C. Slattery,675000,62,CAM,60.0,58.0,57.0,61.0,43.0,64.0,England
J. Kade,675000,62,CAM,67.0,52.0,59.0,67.0,61.0,36.0,Germany
S. Sessegnon,600000,62,RB,71.0,33.0,51.0,59.0,59.0,56.0,England
T. Børkeeiet,650000,62,CM,63.0,47.0,57.0,61.0,59.0,67.0,Norway
L. Ranieri,625000,62,CB,58.0,34.0,40.0,61.0,65.0,52.0,Italy
A. Barlow,650000,62,CM,70.0,60.0,63.0,63.0,41.0,56.0,England
A. Adouyev,675000,62,CAM,74.0,54.0,59.0,71.0,47.0,54.0,Russia
L. Barreiro Martins,650000,62,CM,73.0,51.0,58.0,73.0,54.0,48.0,Luxembourg
M. Bogusz,600000,62,CAM,74.0,61.0,56.0,65.0,35.0,58.0,Poland
J. Chotard,600000,62,CM,68.0,45.0,62.0,66.0,52.0,56.0,France
L. Bolton,650000,62,RM,80.0,50.0,57.0,62.0,55.0,62.0,England
J. Mlakar,675000,62,ST,63.0,61.0,48.0,60.0,24.0,59.0,Slovenia
A. Pululu,675000,62,ST,82.0,59.0,47.0,66.0,23.0,61.0,Angola
D. Emmanouilidis,625000,62,RM,82.0,52.0,51.0,65.0,18.0,44.0,Greece
L. Millar,650000,62,ST,75.0,59.0,51.0,66.0,22.0,54.0,Canada
J. Mbom,650000,62,CM,64.0,59.0,57.0,65.0,46.0,62.0,Germany
J. Kübler,650000,62,CM,59.0,47.0,62.0,63.0,61.0,57.0,Germany
P. Pfeiffer,600000,62,CB,59.0,30.0,40.0,49.0,60.0,66.0,Germany
D. Philipp,650000,62,CAM,65.0,58.0,57.0,63.0,39.0,53.0,Germany
A. Opoku,675000,62,LM,72.0,50.0,58.0,66.0,44.0,57.0,Germany
F. Becker,650000,62,CM,72.0,46.0,62.0,71.0,44.0,50.0,Germany
B. Anderson,675000,62,ST,73.0,62.0,45.0,63.0,18.0,45.0,Scotland
M. Bidstrup,625000,62,CM,59.0,50.0,62.0,66.0,57.0,54.0,Denmark
O. Fernandez,675000,62,CAM,74.0,51.0,57.0,67.0,44.0,58.0,United States
S. Haji,650000,62,CAM,72.0,49.0,55.0,66.0,35.0,47.0,United States
F. Amaya,625000,62,CAM,71.0,52.0,57.0,66.0,39.0,49.0,United States
V. Bondar,625000,62,CB,70.0,23.0,33.0,37.0,66.0,55.0,Ukraine
A. Șerban,625000,62,RM,85.0,48.0,57.0,62.0,25.0,43.0,Romania
I. Jakobs,600000,62,LB,69.0,36.0,48.0,59.0,62.0,59.0,Germany
D. Salazar,675000,62,ST,68.0,60.0,46.0,66.0,28.0,56.0,Chile
D. Keillor-Dunn,675000,62,LM,78.0,53.0,55.0,63.0,26.0,53.0,England
T. Kehinde,675000,62,LM,75.0,50.0,59.0,64.0,39.0,62.0,Nigeria
J. Strand Larsen,650000,62,ST,59.0,59.0,43.0,61.0,27.0,69.0,Norway
T. Müsel,650000,62,ST,68.0,59.0,56.0,65.0,28.0,54.0,Germany
J. Villalba,675000,62,ST,69.0,66.0,49.0,64.0,24.0,44.0,Paraguay
M. Gabbia,600000,62,CB,56.0,33.0,36.0,48.0,67.0,56.0,Italy
A. Toufiqui,650000,62,CM,64.0,52.0,62.0,63.0,55.0,54.0,France
T. Al Ammar,650000,62,CM,68.0,50.0,61.0,64.0,47.0,61.0,Saudi Arabia
D. Otto,675000,62,ST,65.0,62.0,47.0,55.0,23.0,59.0,Germany
H. Marcelin,600000,62,CB,53.0,28.0,43.0,31.0,61.0,70.0,France
N. Ofoborh,650000,62,CM,64.0,50.0,56.0,63.0,59.0,66.0,Nigeria
A. Buongiorno,625000,62,LB,61.0,43.0,52.0,54.0,62.0,66.0,Italy
Pol Lozano,650000,62,CM,60.0,45.0,61.0,64.0,52.0,52.0,Spain
M. Trovato,675000,62,RW,68.0,60.0,59.0,64.0,33.0,54.0,Italy
M. Ross,575000,62,CB,65.0,26.0,48.0,50.0,60.0,68.0,Denmark
R. Tugarev,675000,62,LM,75.0,54.0,61.0,57.0,50.0,47.0,Russia
I. Chouaref,625000,62,CAM,73.0,53.0,58.0,68.0,27.0,52.0,France
A. Keita,600000,62,CB,69.0,27.0,47.0,46.0,59.0,70.0,United States
A. Schäfer,675000,62,LM,75.0,49.0,57.0,61.0,52.0,47.0,Hungary
O. Horșia,625000,62,CAM,67.0,56.0,57.0,64.0,35.0,53.0,Romania
T. Coulibaly,625000,62,LW,77.0,51.0,53.0,71.0,25.0,42.0,France
H. Mbock,650000,62,CM,65.0,58.0,61.0,66.0,49.0,48.0,France
Fer Niño,625000,62,ST,61.0,60.0,52.0,59.0,24.0,63.0,Spain
K. Lleshi,625000,62,CDM,49.0,47.0,55.0,55.0,60.0,70.0,Albania
B. Ashley-Seal,675000,62,ST,76.0,58.0,43.0,59.0,24.0,60.0,England
M. Doucouré,625000,62,CB,63.0,31.0,39.0,44.0,61.0,59.0,France
F. Mayer,625000,62,CB,52.0,34.0,38.0,40.0,63.0,65.0,Germany
M. Zemzemi,650000,62,LM,75.0,48.0,57.0,70.0,35.0,47.0,Tunisia
G. Simeone,675000,62,ST,59.0,62.0,47.0,56.0,31.0,62.0,Argentina
J. Vásquez,625000,62,CB,55.0,31.0,53.0,51.0,62.0,62.0,Mexico
Baselga,675000,62,ST,66.0,63.0,52.0,64.0,25.0,51.0,Spain
R. Uldrikis,675000,62,ST,45.0,61.0,50.0,54.0,33.0,77.0,Latvia
A. Çelebi,625000,62,CB,58.0,31.0,34.0,33.0,63.0,64.0,Turkey
Dani Sandoval,675000,62,LM,78.0,58.0,56.0,65.0,19.0,49.0,Spain
O. Valakari,650000,62,CM,58.0,54.0,62.0,57.0,44.0,63.0,Finland
Jorge Mier,625000,62,RB,72.0,36.0,52.0,63.0,59.0,50.0,Spain
C. Mamengi,575000,62,CB,74.0,35.0,45.0,53.0,59.0,67.0,Netherlands
Meseguer,600000,62,LB,64.0,36.0,47.0,51.0,61.0,57.0,Spain
H. Abdelli,650000,62,CAM,65.0,53.0,57.0,64.0,48.0,63.0,France
D. Ciobotariu,625000,62,CB,68.0,23.0,32.0,36.0,61.0,74.0,Romania
T. Ostrak,650000,62,CAM,64.0,56.0,62.0,63.0,53.0,57.0,Czech Republic
L. Carnot,625000,62,CAM,65.0,52.0,64.0,61.0,49.0,62.0,France
A. Mățan,650000,62,CAM,87.0,48.0,54.0,68.0,34.0,34.0,Romania
M. Gjira,625000,62,CDM,78.0,51.0,56.0,68.0,58.0,59.0,Croatia
V. Ozornwafor,625000,62,CB,59.0,36.0,39.0,37.0,62.0,67.0,Nigeria
O. Diakité,600000,62,CDM,62.0,57.0,56.0,58.0,58.0,71.0,Mali
M. Sitti,625000,62,CDM,63.0,47.0,60.0,65.0,58.0,62.0,France
A. Frizzell,575000,62,CAM,81.0,50.0,57.0,67.0,38.0,50.0,Scotland
K. Kairinen,575000,62,CM,66.0,51.0,61.0,62.0,52.0,62.0,Finland
P. Kalambayi,525000,62,CB,69.0,22.0,41.0,44.0,59.0,73.0,England
B. Lubala,575000,62,RM,74.0,58.0,56.0,62.0,34.0,60.0,DR Congo
M. Sørensen,550000,62,CB,54.0,32.0,48.0,54.0,62.0,69.0,Denmark
A. Carleton,575000,62,LM,69.0,60.0,60.0,70.0,35.0,48.0,United States
S. Sidler,525000,62,LB,65.0,55.0,62.0,60.0,59.0,62.0,Switzerland
C. Zesiger,550000,62,CB,69.0,32.0,42.0,39.0,61.0,69.0,Switzerland
P. López,575000,62,CM,71.0,51.0,62.0,65.0,43.0,45.0,Mexico
V. Gyökeres,600000,62,ST,64.0,60.0,51.0,64.0,22.0,60.0,Sweden
N. Al Dawsari,575000,62,CM,69.0,48.0,60.0,62.0,59.0,59.0,Saudi Arabia
K. Thorstvedt,575000,62,CM,45.0,64.0,59.0,64.0,48.0,72.0,Norway
N. Tiknizyan,575000,62,LM,73.0,53.0,56.0,62.0,48.0,55.0,Russia
Y. Tolosa,575000,62,CAM,71.0,47.0,60.0,66.0,29.0,50.0,Colombia
M. Boudjemaa,550000,62,CDM,67.0,40.0,55.0,55.0,61.0,68.0,France
M. Phaeton,575000,62,ST,74.0,61.0,48.0,63.0,22.0,69.0,France
F. Valietti,525000,62,RB,70.0,35.0,48.0,60.0,61.0,64.0,Italy
C. Zady Sery,575000,62,LM,80.0,56.0,54.0,66.0,20.0,50.0,Ivory Coast
J. Sobociński,550000,62,CB,63.0,22.0,45.0,37.0,60.0,70.0,Poland
R. Zalazar,550000,62,CM,77.0,49.0,60.0,65.0,58.0,62.0,Uruguay
Bertín,575000,62,LM,75.0,59.0,58.0,65.0,36.0,49.0,Spain
S. Ruiz,500000,62,CB,69.0,31.0,52.0,54.0,62.0,67.0,Colombia
J. Mosquera,500000,62,CDM,65.0,37.0,51.0,54.0,61.0,68.0,Colombia
T. Clarke,500000,62,LB,84.0,52.0,58.0,66.0,56.0,65.0,Republic of Ireland
S. Seddon,500000,62,LWB,75.0,40.0,50.0,60.0,57.0,59.0,England
R. Ziegele,500000,62,CB,56.0,28.0,37.0,44.0,60.0,67.0,Germany
B. Lozano,550000,62,RW,69.0,58.0,55.0,68.0,29.0,37.0,Mexico
L. James-Wildin,500000,62,RB,77.0,48.0,54.0,61.0,56.0,77.0,Antigua & Barbuda
L. Matarese,550000,62,LW,68.0,56.0,55.0,69.0,25.0,39.0,Italy
I. De Santis,500000,62,CB,45.0,40.0,37.0,44.0,61.0,68.0,Italy
R. Hernández,500000,62,RB,83.0,33.0,48.0,59.0,58.0,62.0,Venezuela
D. Mandroiu,550000,62,CAM,65.0,59.0,61.0,62.0,51.0,64.0,Republic of Ireland
A. Canbaz,550000,62,CAM,71.0,62.0,59.0,65.0,23.0,56.0,Turkey
Callejón,525000,62,CM,59.0,53.0,62.0,61.0,59.0,54.0,Spain
S. Farhan,500000,62,CDM,65.0,42.0,43.0,50.0,59.0,78.0,Saudi Arabia
J. Méndez,550000,62,RW,75.0,51.0,59.0,68.0,46.0,55.0,Argentina
Borja Llarena,550000,62,ST,85.0,60.0,51.0,63.0,38.0,50.0,Spain
Y. Sugawara,475000,62,RB,67.0,36.0,50.0,61.0,58.0,65.0,Japan
W. Alarcón,500000,62,CM,64.0,56.0,60.0,65.0,53.0,65.0,Chile
D. Kopacz,550000,62,CAM,65.0,57.0,63.0,64.0,40.0,50.0,Poland
Alberto Espeso,500000,62,LB,74.0,33.0,53.0,64.0,57.0,43.0,Spain
M. López,475000,62,LB,72.0,43.0,58.0,62.0,59.0,59.0,Peru
D. Hernández,525000,62,LW,69.0,62.0,55.0,67.0,30.0,50.0,Mexico
T. Ortíz,525000,62,CAM,78.0,51.0,59.0,66.0,43.0,48.0,Argentina
Iván Martín,550000,62,CAM,59.0,55.0,61.0,64.0,40.0,44.0,Spain
J. Benson,525000,62,CM,68.0,54.0,61.0,63.0,54.0,64.0,England
A. Rațiu,500000,62,RB,67.0,50.0,59.0,66.0,59.0,58.0,Romania
A. Mohamed,500000,62,RB,76.0,39.0,53.0,66.0,57.0,56.0,Comoros
M. Toscano,500000,62,CDM,66.0,38.0,54.0,60.0,59.0,56.0,Italy
